year,district,crop,yield_c_ha,source
2022,Шортандинский,rapeseed,14.15,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2022,Шортандинский,flax,6.3,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2023,Шортандинский,spring_wheat,9.2,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2023,Шортандинский,barley,10.0,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2023,Шортандинский,oats,7.9,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2023,Шортандинский,sunflower,7.9,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2023,Шортандинский,rapeseed,13.3,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2023,Шортандинский,flax,5.0,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2024,Шортандинский,spring_wheat,14.0,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2024,Шортандинский,barley,15.0,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2024,Шортандинский,oats,15.8,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2024,Шортандинский,sunflower,14.6,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2024,Шортандинский,rapeseed,19.2,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2024,Шортандинский,flax,8.7,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2025,Шортандинский,spring_wheat,15.8,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2025,Шортандинский,barley,16.8,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2025,Шортандинский,oats,16.9,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2025,Шортандинский,sunflower,13.9,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2025,Шортандинский,rapeseed,19.5,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2025,Шортандинский,flax,8.3,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2005,Целиноградский,spring_wheat,10.98,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2005,Целиноградский,barley,11.76,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2005,Целиноградский,oats,11.27,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2005,Целиноградский,sunflower,4.7,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2005,Целиноградский,rapeseed,6.37,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2005,Целиноградский,flax,4.41,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2006,Целиноградский,spring_wheat,12.25,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2006,Целиноградский,barley,12.94,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2006,Целиноградский,oats,12.54,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2006,Целиноградский,sunflower,5.1,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2006,Целиноградский,rapeseed,6.86,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2006,Целиноградский,flax,4.9,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2007,Целиноградский,spring_wheat,13.52,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2007,Целиноградский,barley,14.21,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2007,Целиноградский,oats,13.72,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2007,Целиноградский,sunflower,5.68,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2007,Целиноградский,rapeseed,7.64,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2007,Целиноградский,flax,5.39,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2008,Целиноградский,spring_wheat,10.19,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2008,Целиноградский,barley,10.98,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2008,Целиноградский,oats,10.58,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2008,Целиноградский,sunflower,4.41,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2008,Целиноградский,rapeseed,5.88,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2008,Целиноградский,flax,4.12,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2009,Целиноградский,spring_wheat,11.96,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2009,Целиноградский,barley,12.74,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2009,Целиноградский,oats,12.25,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2009,Целиноградский,sunflower,4.9,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2009,Целиноградский,rapeseed,6.66,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2009,Целиноградский,flax,4.7,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2010,Целиноградский,spring_wheat,7.64,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2010,Целиноградский,barley,8.33,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2010,Целиноградский,oats,7.84,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2010,Целиноградский,sunflower,3.72,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2010,Целиноградский,rapeseed,5.1,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2010,Целиноградский,flax,3.43,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2011,Целиноградский,spring_wheat,16.17,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2011,Целиноградский,barley,16.86,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2011,Целиноградский,oats,17.64,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2011,Целиноградский,sunflower,6.37,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2011,Целиноградский,rapeseed,8.33,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2011,Целиноградский,flax,6.66,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2012,Целиноградский,spring_wheat,8.43,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2012,Целиноградский,barley,9.21,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2012,Целиноградский,oats,8.82,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2012,Целиноградский,sunflower,4.12,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2012,Целиноградский,rapeseed,5.68,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2012,Целиноградский,flax,3.92,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2013,Целиноградский,spring_wheat,12.15,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2013,Целиноградский,barley,12.84,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2013,Целиноградский,oats,12.35,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2013,Целиноградский,sunflower,5.39,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
2013,Целиноградский,rapeseed,7.06,"Helgi/FAOSTAT rapeseed KZ (2021 12.34, 2022 14.15 c/ha) + OCL 2025 avg 12.2 + APK-Inform/BNS 2022 14.2 / 2023 13.3 / 2024 19.2 / 2025 19.5 (10.02.2026); district=oblast_anchor*agrocoef (downscaling, documented)"
2013,Целиноградский,flax,5.1,"OCL 2025 avg 2019-2023 6.6 + APK-Inform/BNS 2022 6.3 / 2023 5.0 / 2024 8.7; 2025 8.3 PRELIM (BNS flax 2025 not published); district=oblast_anchor*agrocoef (downscaling, documented)"
2014,Целиноградский,spring_wheat,11.76,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2014,Целиноградский,barley,12.54,"BNS stat.gov.kz (dynamic-tables akmola/1485; gross-harvest 2024 pub. 04.02.2025) + grainunion.kz/APK-Inform anchors 2022-2024 + akimat Akmola 2024 6.6Mt / 2025 7.6Mt 16.3c/ha (prelim 2025) + FAOSTAT QCL shape 2005-2021/USDA-GAIN validation; district=oblast_anchor*agrocoef (downscaling, documented)"
2014,Целиноградский,oats,11.96,"BNS via CEIC KZ.B019 oats (2016 16.0, 2017 13.3, 2011 max 18.0) + USDA FAS GAIN KZ2023-0002 (2022 11.6) / KZ2024-0002 (2023 7.9) + Interfax/MinAgro 30.09.2024 (2024 15.8) + 2025 PRELIM 16.9 (cereals +7.2% trend); 2005-2021 shape FAOSTAT QCL drought profile; district=oblast_anchor*agrocoef (downscaling, documented)"
2014,Целиноградский,sunflower,5.78,"BNS via CEIC sunflower (2016 9.3, 2017 10.2) + OCL 2025 avg 2019-2023 7.9 + USDA GAIN KZ2025-0010 (0.8 in 2014 -> 1.5 in 2024) + APK-Inform/BNS 2024 14.6 / 2025 13.9 (10.02.2026); 2022-2023 interp. to OCL mean; district=oblast_anchor*agrocoef (downscaling)"
